customer_tweet_id,customer_message,agent_response,intent,annotation_notes
2547240.0,"Hi, how can I download videos in HD with Apple Music? Getting standard definition offline playback.","We'd be happy to look into downloading those videos in HD from Apple Music. So we know where we're starting from, can you tell us which device and OS version you're using Apple Music on?",data_storage,
1175446.0,Dear I’ve updated to the latest OS. Why does this keep happening on my lock screen?!!! <URL>,We'll help out. Has the device been restarted since it happened? Let's do that with these steps: <URL>,device_hardware,
1060537.0,What to do ? <URL>,"We'll point you in the right direction. For help with Photos, connect with one of our Advisors here: <URL>",other,
1657292.0,I️ can’t even type “I” without that fucking symbol showing!! get your shit together!!!,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,other,
1301870.0,the speaker icon isn’t lit when I’m in a message on my Apple Watch. How do I fix this?,Let's meet up in DM so we can discuss this matter further. <URL>,device_hardware,
2321400.0,Why is my Final Cut Pro X keeps crashing after I updated to high Sierra?,Hey there. Thanks for reaching out to us. We're always happy to help. Have you checked the App Store for any Final Cut updates?,ios_update_bug,
188536.0,How can I close Background Apps? I’ve tried double clicking the Home Button but nothing ... <URL>,Double-clicking the Home button should show recently used apps that can be force closed. Which iOS version is your device on?,device_hardware,
1185296.0,plz help thx,We'd love to help. What kind of device are you using? Is the iOS version updated?,other,
2402152.0,"Okay I’m back... My phone’s screen just turned black again, the spinning wheel showed up for a second, then I was at the unlock screen. I had Pandora running.","We’d love to help further. To start, please send us a DM confirming if your apps are all up-to-date. <URL>",device_hardware,
2039862.0,why is my Apple Pay not working? It’s not been working since Saturday ☹️,We want to help with your Apple Pay. DM us which device and OS you're using this feature on. We'll work with you there. <URL>,app_issue,
2287754.0,The latest one and it was a mistake to update it because ever since the upgrade my entire phone has been glitching.,Thanks. Could you let us know specifically what issues you currently have with the device? Send us a DM. <URL>,ios_update_bug,
2294132.0,"Hey I just unpacked my iPhone X and wanted to install a screen protector film. When I held it against the light, I saw a fine scratch on the display. Are you serious? Quality control? #iPhoneX #apple #unboxing",We'd like to look into this with you. Send us a DM and we'll continue there. <URL>,device_hardware,
2111538.0,why doesn’t screen record produce sounds when the recording is of something in Safari?,Hi. Are you following the steps here and turning on your Microphone Audio: <URL> Let us know.,device_hardware,
644954.0,What is going in this keeps happening with my videos “content is not available”. Happen whether on WiFi or not. iPhone is updated. <URL>,"Thanks for reaching out to Apple Support. We'd be happy to help. First, are these videos that you have uploaded, or is it all videos on Twitter?",connectivity,
2619939.0,اعتقد تعتمد على التطبيقات نفسها عندي هذا التطبيق يعطي اشعارات متعددة في اليوم ومع ذلك لما افتح واحد ما يفتح الباقي...كل اشعار افتحه لوحده.. <URL>,We offer support via Twitter in English. Contact us for help in your preferred language here: <URL>,other,
2286244.0,"I ain't stuck anymore cause I just reseted it completely. But sometimes it stills freezes between apps.. Like when I have to shut everything down to open Instagram (gets a white screen). I can't restore in iTunes, since it does not sync. And Windows find it.","When you say that you can't sync, do you mean iTunes does not recognize that your phone is plugged in?",device_hardware,
1615396.0,Can please correct the keyboard glitch in the new update? I️ am tired of reading tweets and texts with weird characters,We're glad to help. We've got a guide to share with you that has steps for this issue: <URL>,ios_update_bug,
2300117.0,Ok thanks for your help xxx,You're welcome. Have a great day!,other,
1143224.0,any way to check the health of my battery on iPhone 7,Sure thing. Please meet us in a DM and we'll get started. Click here to continue: <URL>,battery_power,
2291483.0,Please fix the signal problem!!!.. ever since I updated into iOS 11.0.3 my connection has been sooo terrible,We're happy to help. What device are you using? Are you unable to connect to cellular data? Let us know to continue.,connectivity,
1224395.0,"I have iphone 6s and i'm on ios 10 and my battery life is so bad please help, i live in saudi arabia",We want to help. Send us a DM and we'll find the best options to help you get the most from your battery life. <URL>,battery_power,
435189.0,"#iOS11 sucks with my SE , any how do i get back to #iOs10 ? #apple #ios11update",We're here for you. What seems to be going on with your iPhone?,app_issue,
742513.0,Awesome - my iPhone 6 battery now dies after 2 hours at the gym because of the new update ...👍🏼😒good job.,Help is here! Let's check a few things together in a DM. Please tap here to continue: <URL>,battery_power,
13590.0,Tudo bom ??? Todos estão com o mesmo problema e é sempre com o iPhone 7 o que está acontecendo??? <URL>,"Since our Twitter support is available in English, get help at <URL> or join <URL>",other,
2385130.0,I finally updated my phone and everything looks super weird now...#whydoesthewordmessagestakeuphalfthescreen #iphoneupdate #iOS11,We're happy to look into this with you so you're able to enjoy the new features offered in iOS 11. Please meet us in DM and we'll get started right away. <URL>,device_hardware,
2695018.0,I’ve just got charge for a app that free,We can help out. We'd want to get you in touch with our iTunes Store support here: <URL>,app_issue,
301560.0,"please give me back the 1.7 gb of photos. You can see, there are no photos in icloud 😒 #icloud <URL>",Let's look into this together. Please send us a DM and we will go from there. <URL>,data_storage,
118076.0,the new iOS update jacked my phone up. Send me a new one.,We'd like to know more about what's going on with your iPhone and do everything we can to help. Send us a DM and we'll get started. <URL>,ios_update_bug,
165752.0,OMG absolute life saver thank you!!!,You're welcome. Feel free to reach out to us if you have any further questions. Have a wonderful day!,other,
1533761.0,"hey guys, is this real? <URL>",We're here for you. Check out this article for help identifying legitimate emails: <URL>,other,
1797704.0,"To be honest, my battery is dying, my keyboard is slow, that makes me want to downgrade to iOS 10","We'd be happy to look into this with you. To start, can you DM us which device and version of iOS 11 you're using? <URL>",battery_power,
1128166.0,Hi. Sent a dm regarding my iPhone system storage taking 8gb of my phones memory while on my other phone it is showing just 2gb. Pls check,We received your DM. Be on the lookout for our reply there soon.,data_storage,
849915.0,hey apple i have been having this problem since yesterday please help <URL>,We'd be happy to look into this with you. Which iPhone are you using?,app_issue,
1566818.0,"I use pandora, headphones worked great on my iphone 6+, i have no problems when i use the headphones that came with the phone.","Let's have you test with audio from a different source, such as iTunes or Voice Memos. Let us know the results.",other,
746048.0,"hi, i requested a order receipt for the purchase of my iphone on sunday and still havnt received anything",Thanks for reaching out. DM us more info about your experience and we'll get you to the right spot. <URL>,orders_repair_warranty,
688000.0,i’m having an issue on my account settings <URL>,We understand how important it is to get this issue resolved. Have you tried a normal restart of the device? This simple step can resolve issues like this. This article explains how to do a normal restart: <URL>,account_security,
805661.0,one of my Finder extensions ( Backup and Sync) keeps turning itself off - what to do?,We're here for you. Have you tried deleting and reinstalling the extension?,other,
2683959.0,"Mac updated yesterday now keeps crashing. Phone updated this morning, already crashed and hard reset needed. Thanks.",We'd like to look further into this to get this resolved. Let's start with your Mac. Can you DM us and we'll continue there? <URL>,ios_update_bug,
2438482.0,No it’s just like I don’t have Touch ID. It just doesn’t work,We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? <URL>,device_hardware,
2981367.0,My I️ Are still tripping do I️ gotta get a new phone or y’all gonna fix this,"We've released a fix for this issue in the latest iOS version which is iOS 11.1.2. To install this version, make sure to create a backup and update using the steps here: <URL>",other,
2005204.0,", wow - Apple app sent me to store to enroll, Apple store sent me away. Didn’t expect a phone, did expect to order :-/ <URL>",Try reaching out to the Apple Online Sales Support team here: <URL> Questions? DM us. <URL>,app_issue,
842507.0,using apps it’s slow to register what I’m doing and the touch screen doesn’t register where I am tapping on the screen or won’t skip song,"After you restart, does your iPhone behave normally temporarily? Could you tell us which version of iOS 11 you have installed?",device_hardware,
394076.0,phone has been stuck like this for 30 min! <URL>,We're here to help. Follow the steps in this article and let us know if it works: <URL>,other,
1990413.0,My phone has been complete shit since the iOS 11 update.... please stop fuckin up a good thing,Let us know exactly what's going on! We'd love help sort this out together.,ios_update_bug,
2682259.0,"Why did I bother buying the watch 3 - can't even upgrade my phone to iOS 11.0.3 😡😡😡😡 Permanently ""Verifying Update""",We can assist you. Please DM us via the following link and we'll help you further from there. <URL>,ios_update_bug,
1777875.0,I have disabled two-factor authentication. How do I change the device?,DM us so we can look into this further with you. <URL>,settings_howto,
486249.0,"I wiped my iPhone 6. Lost 6% on my battery in first 20 min of use this AM. Not streaming anything, in low power mode, following all ’s recommendations. Phone was fine w/iOS 10. When will break the silence and fix this?!?",Hey there. We understand that battery life is essential. We can help. Let's check a few things together via DM. Please tap here to get started: <URL>,battery_power,
665601.0,Why is my Apple rechargeable battery charger light blinking amber?,We'd be happy to assist however we can. Could you tell us more about this charger or even send us a picture of it? Thanks.,battery_power,
2683434.0,"would be nice if my iphone6s battery would last a lot longer its gone from 56% to just 13% in the last 15 mins!!! This is not acceptable, sort this out #Apple #applebattery #iphoneissues #iPhone6s 🤬",Thanks for bringing this to our attention. Let’s work together to get this addressed. How long have you been experiencing this behavior? Does this happen with any apps in particular? Let us know via a DM. We’ll go from there. <URL>,battery_power,
238751.0,In control centre. Also the volume control didn’t seem to be altering the Bluetooth output?,Control Center provides an easy way to disconnect Wi-Fi or Bluetooth connections. Check out <URL> for more info.,connectivity,
2617043.0,Waiting for at their store in Woodland Mall. Got strange red marks on my iPad screen. 😕,"Having a clear screen on your iPad is what we want for you and perhaps we can help save some time by trying a few steps while you wait. Before we do, have you already tried any of your own? Also, what's the iOS version number installed on your iPad?",device_hardware,
2867270.0,It took me back to the home page. I just tried replicating the issue and this time had the ‘hide’ and red ‘hang up’ icon. So the issue appears to be intermittent,Did you press the side button during your call? Is this the first time you noticed this behavior? Let us know in a DM. <URL>,app_issue,
739839.0,The amount of times that my phone freezes now. I have to downgrade the update . Y’all staying quiet about people’s issues with this 😒,We're here to help. Let's take this to DM so we can better assist you. <URL>,ios_update_bug,
822737.0,Watch os 4.0 and series 1 38mm,Thanks. Let's go through the steps at the bottom of this article: <URL> Let us know if this helps. <URL>,other,
1588846.0,"Thanks, I think it worked.",You're welcome! Have a great evening. DM us any questions if they come up. <URL>,other,
1925635.0,"- WHY- latest upgrade -phone is ruined, slow, dreadful mail and message layouts - if I wasn’t in a contract I’d get a Samsung!",That’s not what we’d like to hear. Can you let us know more about the changes you’ve noticed via DM? <URL>,ios_update_bug,
50038.0,my haptics on my iPhone8 will stop working a lot of times. Is that a software issue thats being worked on or should I go exchange it,We'd be happy to help. Send us a DM with a few details. <URL>,other,
2799390.0,pls,We'd like to help any way we can. What's been going on in your PowerBook while playing games and have you tried any troubleshooting steps? What's the exact OS version number installed on it?,other,
2205956.0,I️ already did that! 🙄,"We’d like to look into this with you. To start, please send us a DM confirming which device you’re using. <URL>",other,
2609208.0,"all of the sudden I cannot send emails from devices. Confirmed smtp, still nothing",We are here to help. Is this issue happening on Wi-Fi as well as cellular data?,other,
1247843.0,Anyone else finds #iphone8plus is heating a lot after 10mins phone conversations,We want to make sure your iPhone is running properly. Please send us a DM so we can take a closer look. <URL>,other,
1574321.0,Like something is wrong with can you plz explain!,"Hey there, we'd love to help you. Please check out this article for a way to get this sorted: <URL>",other,
1454516.0,"iPhone 6sPlus, and 11.0.3, it worked perfect with the update before this one. PERFECT.",Have you tried any steps so far to resolve this?,ios_update_bug,
1434217.0,"Hi I used the instructions but nothing is hidden, if I view some of the albums songs prev brought are able to be brought again can you help?","Since neither of those links worked, we'd recommend reaching our iTunes Store team directly: <URL>",other,
1818089.0,help please. My autocorrect changes the word “is”to I.S every bleeding time I write it. reset dictionaries twice #ios1103,Let’s work together on this situation. Which device are you using? Let us know via a DM. We’ll move from there. <URL>,ios_update_bug,
290164.0,My iPhone 7 battery drains easily even when I am not using it. I already turned on the low battery function of my phone. Still issue persist,We're happy to assist you. DM us your complete software version from Settings > General > About > Version. <URL>,battery_power,
1213510.0,So...my phone decided to break in a weird way today... <URL>,Let's check it out. Are you able to move the icons? Has the device been restarted? Which iPhone model do you own?,other,
1513910.0,Erm boys it won’t let me play it 😟😟😭😭 I brought it and this happened 😭😭 <URL>,We want to help you enjoy your new album. Join us in DM and we'll look into this together. <URL>,app_issue,
1549449.0,Please fix this <URL>,We’re here to address your concerns. Let's team up in Direct Message using the link below. <URL>,other,
1960129.0,Great thanks!,"You're most welcome! Please let us know if you need any more help, and we'll be here for you. Have a great day!",other,
2807592.0,i do not have Safari or the App Store on my new phone. How can I get them?,Let's look into this for you. Send us a DM with your current iOS version to get started. <URL>,app_issue,
126376.0,posted by others,"Updating your device should prevent the character replacement in the items you create and post. If you're seeing it from others, they may need to update their device to benefit from the fixes in iOS.",other,
1636173.0,"why are the fans of my laptop overworking lately ?🤔 as soon as i start my laptop, they start blowing loudly",Thanks for reaching out. DM which Mac and specific macOS version you are using to get started. <URL>,other,
31895.0,somebody trying to get into my account,Thanks for reaching out. We want to help. Tell us more about what's happening in DM. <URL>,account_security,
1523778.0,"Boy, installing latest IOS update was a BIG mistake... my iPhone 6s home button won’t work unless I click on it repeatedly",We'd like to help. Which iPhone model did this occur on? Send us a DM with the information and we'll continue. <URL>,device_hardware,
1726247.0,"Man really wants me to update my phone with all these question marks popping up everywhere, but y'all can't steal my money just yet.",Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,ios_update_bug,
1853079.0,apparently trying to update my phone broke it. thanks,We'd like to help. DM us what's happening with your phone since completing the update and we'll go from there. <URL>,app_issue,
1643900.0,i️ONLY TYPE IN LOWERCASE TO BEGIN WITH SO IT DOESNT HELP.,Please meet up with us in DM and we'll take things from there. You can reach us at the link below. <URL>,other,
1700791.0,If doesn’t fix the “i” glitch in a few days they’re losing a customer,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,other,
1704008.0,Photos in #macOS High Sierra is SO buggy — I can't imagine it was in a hand of a single QA. And I even waited till 10.13.1. you either charge for upgrades again or keep the half-done stuff for yourself. As a paying customer I say 👎,"We'd like to see how we can help, but first, what's happening exactly with the Photos app when you try to open it?",data_storage,
1864086.0,IOS game center frequently disconnecting help me out on this,"Hey, we want to learn more about what's going on so that we can help. Send us a DM and we'll work together. <URL>",ios_update_bug,
481855.0,What’s with this I.T thing now come the fuck on,We'd like to take a look. Could you Direct Message us and let us know what iOS version you're on? <URL>,other,
801108.0,Whyyyyyyyyyyyyyyyyy does my battery not last since the latest software update? 🤔,Let's take a look into this issue. How long does it last from a full charge? Which device do you have?,battery_power,
2774306.0,"Bug that’s been bugging me, iWatch and IPhone using maps 😬 <URL>",We're here to help. Please tell us more about what you're experiencing.,other,
1700824.0,"Thankfully I’m good at adlibs and can figure this out, but we really need an update to fix this blasphemy, . <URL>",Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,ios_update_bug,
1275120.0,ever since downloading iOS my battery dies so fast on my brand new phone. #help,We'd like to help. DM us and tell us the version of iOS you're running under Settings > General > About. <URL>,battery_power,
335264.0,your updates fucked my phone up and now it freezes every five seconds thanks <URL>,We're happy to assist. Which iOS version are you currently running? Go to Settings > General > About for the version.,ios_update_bug,
2754710.0,"my Mac is so broken it won’t even start, spoke to support on the phone said to get Genius Bar appointment but there are none for a week. Got university work I need to recover and do ASAP","Thank you for reaching out. We're here to help. Please DM us, and we will take a closer look into your support options. <URL>",device_hardware,
2519438.0,"Super annoyed that my iPhone can’t type the letter I️ in email, posts! Fix it! Grrr! #hateappleupdates #fixit #WTF","An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. Check out: <URL> for more information.",app_issue,
1406205.0,the latest update has completely fucked up my phone tbh 😩💔,We want you to be happy with your iPhone and will do all we can to get things figured out. What is your exact iOS version?,ios_update_bug,
748817.0,"Not getting an error, it’s just not automatically providing transcripts of my voicemail messages anymore. Is there setting somewhere?",Got it. Which language is selected from Settings > Siri > Language? Does this happen when you're connected to Wi-Fi?,other,
1659172.0,Wow. Is trying to fix this stupid I️ problem? Like for real. -Concerned paying customer,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,other,
1574357.0,confused + frustrated,Thank you for taking the time to reach out to us. We'll be glad to help! Can you tell us more about the keyboard issues?,other,
1173999.0,OMG IT JUST CRASHED AGAIN AND I LOST IT WTF GET ME MY ESSAY BACK PLEASE,We are happy to help. Let us know more about what is happening.,other,
935898.0,"Hi, thank you so much for the reply. I got it sorted for now. If it happens again I’ll let you know 😊",That's great news! Please reach out if you need us.,app_issue,
1588261.0,wow I love this new update because my phone will drop 20% in five minutes and that’s definitely my favorite,We want to help. Send us a DM and we'll go from there. <URL>,ios_update_bug,
459589.0,fix I.T,We want to take a look at that with you. Could you Direct Message us and let us know what iOS version you're on? <URL>,other,
1564008.0,"Lol my phone autocorrects all i’s into I’s, but when I️ type “I️”, I️ get that weird ugly shit. <URL>","We are elated to provide you a speedy, clear workaround for this. This article walks you through it: <URL>",other,
2149109.0,It’s every damn time i update my phone it crashes. How about stop having updates all the damn time?!,"We're happy to help. Please DM the iPhone model, iOS version, and your country so we can find the options to serve you best. <URL>",ios_update_bug,
1464385.0,explain this —> I️,We're glad to help. Send us a DM and let us know your iPhone model and iOS version. <URL>,other,
2453635.0,I'm trying to report a problem with an Itunes purchase but the login page just keeps reloading after I input my password,We want to help! Have you tried contacting the iTunes Team directly from this website? <URL>,account_security,
1976018.0,Pings to osrecovery fail. Redirects to <URL> as well but still never resolves,Let's bring this to DM and explore some more options. <URL>,other,
11665.0,My backup was stored to my MacBook Pro which battery died 2 months ago.,Let's take a look at this together in DM. <URL>,battery_power,
1655523.0,"This is how every new lock-screen notification displays iPhone 8+, iOS 11.1 <URL>","We'd be happy to help. Have you tried restarting the device? If this does not work, send us a DM. <URL>",device_hardware,
1459904.0,CAN YOU PLEASE TAKE BACK THIS UPDATE? It’s fucking with my battery life.,We want to help with your battery. Look here for a few tips: <URL> DM us if you're still having trouble. <URL>,battery_power,
1374602.0,you spelled “iPhone” wrong. <URL>,Thanks for reaching out. This message means your Mac has macOS High Sierra which supports HEIF or HEVC. Questions? DM us. <URL>,other,
1761293.0,So what’s up with the I’s being displayed as “?”,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,other,
1044440.0,phone fell from 0.5 metres and front screen shattered - how is it the strongest ever ? Replace it free ?? Where in Gurgaon?,Let's follow up in DM. We'll help look into more options for you there. <URL>,device_hardware,
1557172.0,"the new update is ridiculous, the phone keeps freezing and having to be constantly turned off and on since the update 🙄",Let's look into that. Send us a DM and we'll go from there. <URL>,ios_update_bug,
1792182.0,. your software update slowed my phone all the way back to the 1700s so I demand a new one w/ a seamless transition of all my data thx,"We’d like to offer our support. Check Settings > General > About, and let us know which version of iOS 11 you’re using in DM. <URL>",ios_update_bug,
1148394.0,Help! My MacBook has been stuck on this screen for nearly 3 hours 😭😭 #MacBookPro #Apple <URL>,You came to the right place. Let's look into it. Were you updating your Mac before this happened?,device_hardware,
2510971.0,"I just setup my new iPhone X, but now my Apple Watch is stuck in a setup screen loop. Can you help . This is kind of frustrating :/",We are sorry to hear you're having issues setting up the Watch. Please send us a DM and we will look into this together. Thank you. <URL>,device_hardware,
2144072.0,"when writing email, gmail account, in Mail app, on our iMac, sometimes progressive drafts show up on our iPad, but not iMac",Let's look into this further and figure it out. Does a restart help? Which macOS version are you running: <URL>,account_security,
306073.0,Had it for two years without ever freezing once. Got a new 6s a month ago to replace a stolen one. One update and its garbage.,We'd like to address these issues with you. Please send us a DM so we can look into it with you there.,orders_repair_warranty,
1984070.0,What’s wrong with my letters I️,Let's look into this keyboard issue for you. Send us a DM with your iOS version and details about what you are experiencing. <URL>,other,
1807878.0,"Thx for #iOS11. Feels like I have an Android phone: low battery, lots of bugs and crashes! Worst iOS ever!",We want you to be able to rely on your iPhone and we're here to help. DM us about these issues and let's work together there. <URL>,battery_power,
752192.0,Noah fence but sort all the bugs out in iOS 11 before you drop new emojis. Can barely use my phone how will I even use the emojis,We're here to help. In Settings>General>About. What iOS 11 version are you on? <URL>,ios_update_bug,
2414307.0,There’s a bug on the home screen of iPhone 8 <URL>,We're glad you reached out to us about this. Have you tried restarting your iPhone since seeing this on your screen? Let us know if that helps.,device_hardware,
2057860.0,Is there a way to downgrade WatchOS from 4 back to 3? WatchOS 4 performance is HORRIBLE on original Watch. Have you tried it?,"We’d love to help with your Apple Watch. To start, please send us a DM with more details on the behavior you’re experiencing. <URL>",settings_howto,
1785808.0,Everywhere lol it’s not anywhere,"Thanks. Let's check out Settings > Sounds and make sure ""Change with Buttons"" is on. DM and let us know if the issue remains. <URL>",other,
1869614.0,"Why do the new iPhone updates always destroy my battery? I’m so sick of y’all, man. Gotta charge this POS all the time now. DO BETTER","Let us know via DM the type of iPhone that you have, then we'll be happy to work with you on this from there. <URL>",battery_power,
1188339.0,And don’t get me started on tv. Not letting me watch ANYTHING I’ve bought saying there’s a payment issue.,"We’re here for you. If there appears to be a billing issue, contact our iTunes Store Support team here: <URL>",other,
1680010.0,when are you going to fix the issue with the letter I️?,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,other,
2782020.0,Ios 11 for iphone 6 has left behind so many bugs. So many apps now crashing n lagging... 😤i cant even down grade. This is so unacceptable.,Thanks for reaching out. We want to be sure you can use your iPhone as you'd expect. We're happy to look into this with you. Send us a DM and we'll look into this further. <URL>,app_issue,
336661.0,how do I deal with the files I can’t access through the System? It’s killing me <URL>,We're happy to look into this with you. Which Mac are you using and what operating system is on it?,settings_howto,
1527699.0,bruh y’all need to fix this damn glitch,Let's work on this together in DM. Follow us there using the link below: <URL>,other,
553604.0,You guys really need to fix the bugs. I’m getting tired of them. Just got this phone in October and getting tired of it,We want to help. What issues are you experiencing with your iPhone?,other,
897167.0,Usually have to use phone with speaker. Maps and Spotify need to be initiated through phone.,Okay. Let us look into this more closely in DM: <URL>,device_hardware,
